Assay,Sample,Ct,Tm,Efficiency,Flags
AY241,1A-rep2,29.11,88.27,1.70,LowEfficiency
AY241,2A-rep1,,,,NoAmplification
AY241,2A-rep3,33.98,89.09,1.90,CtIsLarge
AY241,3A-rep2,24.87,88.24,1.66,LowEfficiency
AY241,6A-rep3,26.12,88.23,1.62,LowEfficiency
AY241,7A-rep2,30.33,88.05,1.67,"LowEfficiency, CtIsLarge"
AY241,4A-rep1,26.96,87.94,1.74,LowEfficiency
AY241,4A-rep3,,,,CurveFitFailed
AY241,5A-rep2,25.85,88.28,1.73,LowEfficiency
AY241,6A-rep1,24.76,88.31,1.68,LowEfficiency
AY241,8A-rep1,,,,NoAmplification
AY241,8A-rep3,34.80,89.77,1.96,CtIsLarge
AY244,1A-rep1,27.40,79.47,1.93,
AY244,1A-rep3,27.29,79.62,1.92,
AY244,2A-rep2,26.15,79.60,1.87,
AY244,3A-rep1,26.08,79.33,1.96,MultipleMeltPeaks
AY244,6A-rep2,23.49,79.68,1.96,
AY244,7A-rep1,,,,"LowEfficiency, CurveFitFailed"
AY244,3A-rep3,26.69,79.62,1.90,
AY244,4A-rep2,26.03,79.67,1.95,
AY244,5A-rep1,24.27,79.68,1.89,
AY244,5A-rep3,25.35,79.69,1.89,
AY244,7A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY244,8A-rep2,,,,"LowEfficiency, CurveFitFailed"
AY244,1A-rep2,28.34,79.52,1.89,
AY244,2A-rep1,27.25,79.51,1.98,
AY244,2A-rep3,26.91,79.49,1.95,
AY244,3A-rep2,26.52,79.61,1.98,
AY244,6A-rep3,24.70,79.59,1.93,
AY244,7A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY244,4A-rep1,34.03,87.66,1.95,CtIsLarge
AY244,4A-rep3,27.24,79.58,1.95,
AY244,5A-rep2,24.26,79.64,1.95,
AY244,6A-rep1,23.38,79.63,1.97,
AY244,8A-rep1,30.74,80.21,1.51,"LowEfficiency, CtIsLarge"
AY244,8A-rep3,30.30,79.64,1.61,"LowEfficiency, CtIsLarge"
AY245,1A-rep1,21.01,83.95,1.69,LowEfficiency
AY245,1A-rep3,21.16,83.95,1.69,LowEfficiency
AY245,2A-rep2,22.12,83.95,1.76,LowEfficiency
AY245,3A-rep1,23.38,83.95,1.75,LowEfficiency
AY245,6A-rep2,20.99,83.96,1.69,LowEfficiency
AY245,7A-rep1,22.19,83.96,1.76,LowEfficiency
AY245,3A-rep3,23.19,83.92,1.75,LowEfficiency
AY245,4A-rep2,21.64,83.95,1.74,LowEfficiency
AY245,5A-rep1,23.72,83.93,1.75,LowEfficiency
AY245,5A-rep3,23.89,83.94,1.73,LowEfficiency
AY245,7A-rep3,22.01,83.97,1.76,LowEfficiency
AY245,8A-rep2,21.27,83.95,1.67,LowEfficiency
AY245,1A-rep2,21.01,83.99,1.68,LowEfficiency
AY245,2A-rep1,22.12,83.94,1.73,LowEfficiency
AY245,2A-rep3,22.12,83.93,1.73,LowEfficiency
AY245,3A-rep2,23.44,83.95,1.74,LowEfficiency
AY245,6A-rep3,21.44,83.96,1.67,LowEfficiency
AY245,7A-rep2,22.56,83.92,1.73,LowEfficiency
AY245,4A-rep1,21.37,83.94,1.75,LowEfficiency
AY245,4A-rep3,21.71,83.94,1.75,LowEfficiency
AY245,5A-rep2,23.80,83.93,1.77,LowEfficiency
AY245,6A-rep1,21.12,83.97,1.70,LowEfficiency
AY245,8A-rep1,21.25,83.97,1.70,LowEfficiency
AY245,8A-rep3,21.21,83.97,1.71,LowEfficiency
AY249,1A-rep1,,,,NoAmplification
AY249,1A-rep3,29.29,79.68,1.82,
AY249,2A-rep2,,,,NoAmplification
AY249,3A-rep1,,,,NoAmplification
AY249,6A-rep2,28.09,79.69,1.83,
AY249,7A-rep1,,,,NoAmplification
AY249,3A-rep3,,,,NoAmplification
AY249,4A-rep2,30.15,79.64,1.82,CtIsLarge
AY249,5A-rep1,,,,NoAmplification
AY249,5A-rep3,,,,NoAmplification
AY249,7A-rep3,,,,NoAmplification
AY249,8A-rep2,29.81,79.61,1.86,CtIsLarge
AY249,1A-rep2,,,,CurveFitFailed
AY249,2A-rep1,,,,NoAmplification
AY249,2A-rep3,,,,NoAmplification
AY249,3A-rep2,,,,NoAmplification
AY249,6A-rep3,33.62,87.22,1.81,CtIsLarge
AY249,7A-rep2,,,,NoAmplification
AY249,4A-rep1,29.79,79.63,1.84,CtIsLarge
AY249,4A-rep3,,,,CurveFitFailed
AY249,5A-rep2,,,,NoAmplification
AY249,6A-rep1,,,,NoAmplification
AY249,8A-rep1,,,,NoAmplification
AY249,8A-rep3,,,,NoAmplification
AY250,1A-rep1,20.67,81.56,1.83,
AY250,1A-rep3,21.04,81.52,1.77,LowEfficiency
AY250,2A-rep2,22.37,81.49,1.82,
AY250,3A-rep1,21.93,81.47,1.84,
AY250,6A-rep2,23.52,81.27,1.83,
AY250,7A-rep1,26.82,81.45,1.83,
AY250,3A-rep3,21.79,81.46,1.83,
AY250,4A-rep2,21.55,81.51,1.82,
AY250,5A-rep1,22.35,81.46,1.84,
AY250,5A-rep3,22.26,81.49,1.85,
AY250,7A-rep3,25.94,81.39,1.81,
AY250,8A-rep2,25.03,81.40,1.80,
AY250,1A-rep2,20.23,81.58,2.27,
AY250,2A-rep1,22.16,81.78,1.73,LowEfficiency
AY250,2A-rep3,22.20,81.80,1.76,LowEfficiency
AY250,3A-rep2,21.46,81.69,1.81,
AY250,6A-rep3,23.57,81.55,1.54,LowEfficiency
AY250,7A-rep2,25.34,81.70,1.66,LowEfficiency
AY250,4A-rep1,21.14,81.63,1.76,LowEfficiency
AY250,4A-rep3,21.44,81.66,1.83,
AY250,5A-rep2,21.81,81.63,1.80,
AY250,6A-rep1,23.21,81.53,1.80,LowEfficiency
AY250,8A-rep1,25.38,81.55,1.76,LowEfficiency
AY250,8A-rep3,24.36,81.52,1.71,LowEfficiency
AY254,1A-rep1,23.33,82.53,1.79,LowEfficiency
AY254,1A-rep3,23.58,82.52,1.81,
AY254,2A-rep2,25.17,82.54,1.79,LowEfficiency
AY254,3A-rep1,24.35,82.60,1.80,LowEfficiency
AY254,6A-rep2,24.47,82.60,1.79,LowEfficiency
AY254,7A-rep1,23.60,82.52,1.83,
AY254,3A-rep3,24.52,82.59,1.78,LowEfficiency
AY254,4A-rep2,23.37,82.62,1.80,LowEfficiency
AY254,5A-rep1,24.58,82.50,1.82,
AY254,5A-rep3,25.43,82.63,1.84,
AY254,7A-rep3,23.91,82.57,1.82,
AY254,8A-rep2,22.28,82.62,1.79,LowEfficiency
AY254,1A-rep2,23.01,82.50,1.79,LowEfficiency
AY254,2A-rep1,24.48,82.45,1.81,
AY254,2A-rep3,24.60,82.45,1.77,LowEfficiency
AY254,3A-rep2,23.67,82.53,1.78,LowEfficiency
AY254,6A-rep3,23.91,82.49,1.83,
AY254,7A-rep2,23.60,82.50,1.83,
AY254,4A-rep1,24.08,82.48,1.80,
AY254,4A-rep3,23.86,82.51,1.85,
AY254,5A-rep2,24.72,82.54,1.80,
AY254,6A-rep1,24.31,82.48,1.79,LowEfficiency
AY254,8A-rep1,22.48,82.49,1.80,
AY254,8A-rep3,22.37,82.51,1.81,
AY255,1A-rep1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY255,1A-rep3,,,,CurveFitFailed
AY255,2A-rep2,,,,NoAmplification
AY255,3A-rep1,,,,NoAmplification
AY255,6A-rep2,,,,NoAmplification
AY255,7A-rep1,31.80,87.26,1.65,"LowEfficiency, CtIsLarge"
AY255,3A-rep3,,,,NoAmplification
AY255,4A-rep2,28.44,79.94,1.78,LowEfficiency
AY255,5A-rep1,,,,NoAmplification
AY255,5A-rep3,,,,NoAmplification
AY255,7A-rep3,28.38,80.01,1.77,LowEfficiency
AY255,8A-rep2,,,,NoAmplification
AY255,1A-rep2,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY255,2A-rep1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY255,2A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY255,3A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY255,6A-rep3,,,,NoAmplification
AY255,7A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY255,4A-rep1,,,,"LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
AY255,4A-rep3,28.71,80.01,1.78,LowEfficiency
AY255,5A-rep2,,,,"CtIsLarge, CurveFitFailed"
AY255,6A-rep1,,,,NoAmplification
AY255,8A-rep1,,,,NoAmplification
AY255,8A-rep3,34.99,89.54,1.99,"CtIsLarge, MultipleMeltPeaks"
AY259,1A-rep1,23.29,77.57,1.82,
AY259,1A-rep3,23.98,77.61,1.88,
AY259,2A-rep2,25.55,77.66,1.85,
AY259,3A-rep1,26.86,77.65,1.83,
AY259,6A-rep2,,,,"BadR2, LowEfficiency, CtIsLarge, CurveFitFailed"
AY259,7A-rep1,25.88,77.76,1.87,
AY259,3A-rep3,,,,NoAmplification
AY259,4A-rep2,24.27,77.50,1.82,
AY259,5A-rep1,,,,NoAmplification
AY259,5A-rep3,,,,NoAmplification
AY259,7A-rep3,24.57,78.15,1.94,
AY259,8A-rep2,25.27,77.49,1.79,LowEfficiency
AY259,1A-rep2,24.27,77.37,1.76,LowEfficiency
AY259,2A-rep1,25.28,77.45,1.82,
AY259,2A-rep3,25.94,77.34,1.74,LowEfficiency
AY259,3A-rep2,28.15,77.35,1.78,LowEfficiency
AY259,6A-rep3,,,,NoAmplification
AY259,7A-rep2,26.81,77.45,1.82,
AY259,4A-rep1,24.07,77.34,1.75,LowEfficiency
AY259,4A-rep3,24.68,77.53,1.85,
AY259,5A-rep2,28.98,77.45,1.76,LowEfficiency
AY259,6A-rep1,30.13,78.28,1.78,"LowEfficiency, CtIsLarge"
AY259,8A-rep1,27.90,77.45,1.75,LowEfficiency
AY259,8A-rep3,26.50,78.00,1.83,
AY260,1A-rep1,27.41,79.55,1.51,LowEfficiency
AY260,1A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY260,2A-rep2,,,,NoAmplification
AY260,3A-rep1,,,,NoAmplification
AY260,6A-rep2,,,,"LowEfficiency, CurveFitFailed"
AY260,7A-rep1,,,,NoAmplification
AY260,3A-rep3,,,,NoAmplification
AY260,4A-rep2,,,,CurveFitFailed
AY260,5A-rep1,,,,NoAmplification
AY260,5A-rep3,,,,NoAmplification
AY260,7A-rep3,,,,NoAmplification
AY260,8A-rep2,,,,NoAmplification
AY260,1A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY260,2A-rep1,,,,CurveFitFailed
AY260,2A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY260,3A-rep2,,,,NoAmplification
AY260,6A-rep3,,,,"LowEfficiency, CurveFitFailed"
AY260,7A-rep2,,,,NoAmplification
AY260,4A-rep1,,,,CurveFitFailed
AY260,4A-rep3,,,,NoAmplification
AY260,5A-rep2,,,,NoAmplification
AY260,6A-rep1,24.67,79.61,1.51,LowEfficiency
AY260,8A-rep1,,,,NoAmplification
AY260,8A-rep3,,,,NoAmplification
AY263,1A-rep1,18.95,82.21,1.90,
AY263,1A-rep3,18.82,82.22,1.92,
AY263,2A-rep2,20.06,82.21,1.84,
AY263,3A-rep1,20.49,82.22,1.88,
AY263,6A-rep2,21.56,82.12,1.85,
AY263,7A-rep1,23.31,82.12,1.87,
AY263,3A-rep3,20.37,82.20,1.87,
AY263,4A-rep2,19.25,82.23,1.80,
AY263,5A-rep1,20.65,82.23,1.85,
AY263,5A-rep3,20.99,82.25,1.92,
AY263,7A-rep3,23.79,82.28,1.94,
AY263,8A-rep2,21.90,82.12,1.84,
AY263,1A-rep2,18.86,82.12,1.89,
AY263,2A-rep1,20.39,82.12,1.87,
AY263,2A-rep3,20.36,82.11,1.87,
AY263,3A-rep2,20.34,82.12,1.87,
AY263,6A-rep3,21.89,82.08,1.87,
AY263,7A-rep2,23.16,82.04,1.87,
AY263,4A-rep1,19.36,82.13,1.91,
AY263,4A-rep3,19.53,82.13,1.90,
AY263,5A-rep2,20.44,82.11,1.87,
AY263,6A-rep1,21.58,82.07,1.84,
AY263,8A-rep1,22.29,82.06,1.84,
AY263,8A-rep3,21.92,82.08,1.88,
AY264,1A-rep1,20.76,78.94,1.81,
AY264,1A-rep3,20.90,78.94,1.75,LowEfficiency
AY264,2A-rep2,22.16,78.94,1.83,
AY264,3A-rep1,23.23,79.02,1.82,
AY264,6A-rep2,24.64,78.94,1.76,LowEfficiency
AY264,7A-rep1,25.82,78.94,1.84,
AY264,3A-rep3,22.54,79.01,1.85,
AY264,4A-rep2,21.52,78.94,1.78,LowEfficiency
AY264,5A-rep1,23.58,78.95,1.77,LowEfficiency
AY264,5A-rep3,23.23,79.01,1.67,LowEfficiency
AY264,7A-rep3,25.27,78.93,1.76,LowEfficiency
AY264,8A-rep2,23.44,78.91,1.77,LowEfficiency
AY264,1A-rep2,20.72,79.06,1.77,LowEfficiency
AY264,2A-rep1,21.98,78.91,1.80,LowEfficiency
AY264,2A-rep3,21.89,79.02,1.84,
AY264,3A-rep2,22.66,79.04,1.80,
AY264,6A-rep3,24.15,79.04,1.74,LowEfficiency
AY264,7A-rep2,24.68,79.06,1.83,
AY264,4A-rep1,21.23,79.06,1.75,LowEfficiency
AY264,4A-rep3,21.30,78.94,1.76,LowEfficiency
AY264,5A-rep2,23.53,79.08,1.83,
AY264,6A-rep1,23.78,79.00,1.68,LowEfficiency
AY264,8A-rep1,23.91,79.01,1.77,LowEfficiency
AY264,8A-rep3,23.24,79.04,1.79,LowEfficiency
AY267,1A-rep1,25.36,77.16,1.75,LowEfficiency
AY267,1A-rep3,24.70,77.19,1.79,LowEfficiency
AY267,2A-rep2,25.87,77.19,1.80,
AY267,3A-rep1,29.14,77.15,1.77,LowEfficiency
AY267,6A-rep2,24.75,78.17,1.82,
AY267,7A-rep1,25.99,77.70,1.80,
AY267,3A-rep3,27.99,77.75,1.81,
AY267,4A-rep2,25.17,77.16,1.78,LowEfficiency
AY267,5A-rep1,27.46,77.77,1.85,
AY267,5A-rep3,29.31,77.16,1.79,LowEfficiency
AY267,7A-rep3,26.43,77.32,1.81,
AY267,8A-rep2,24.96,77.60,1.77,LowEfficiency
AY267,1A-rep2,24.71,77.13,1.76,LowEfficiency
AY267,2A-rep1,26.06,77.23,1.79,LowEfficiency
AY267,2A-rep3,25.62,77.14,1.79,LowEfficiency
AY267,3A-rep2,27.84,77.12,1.80,LowEfficiency
AY267,6A-rep3,25.33,77.40,1.81,
AY267,7A-rep2,25.65,77.16,1.81,
AY267,4A-rep1,25.53,77.14,1.76,LowEfficiency
AY267,4A-rep3,25.80,77.11,1.78,LowEfficiency
AY267,5A-rep2,27.96,77.46,1.77,LowEfficiency
AY267,6A-rep1,24.83,77.71,1.72,LowEfficiency
AY267,8A-rep1,25.48,77.24,1.73,LowEfficiency
AY267,8A-rep3,25.43,77.33,1.74,LowEfficiency
AY268,1A-rep1,28.48,77.86,1.84,
AY268,1A-rep3,29.04,77.85,1.80,LowEfficiency
AY268,2A-rep2,,,,NoAmplification
AY268,3A-rep1,,,,NoAmplification
AY268,6A-rep2,,,,NoAmplification
AY268,7A-rep1,28.87,77.89,1.89,
AY268,3A-rep3,,,,NoAmplification
AY268,4A-rep2,,,,CurveFitFailed
AY268,5A-rep1,,,,NoAmplification
AY268,5A-rep3,,,,NoAmplification
AY268,7A-rep3,,,,NoAmplification
AY268,8A-rep2,,,,NoAmplification
AY268,1A-rep2,29.68,77.92,1.81,CtIsLarge
AY268,2A-rep1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY268,2A-rep3,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
AY268,3A-rep2,,,,NoAmplification
AY268,6A-rep3,28.65,77.91,1.85,
AY268,7A-rep2,,,,NoAmplification
AY268,4A-rep1,,,,CurveFitFailed
AY268,4A-rep3,28.81,77.84,1.85,
AY268,5A-rep2,,,,NoAmplification
AY268,6A-rep1,28.55,77.89,1.81,
AY268,8A-rep1,,,,NoAmplification
AY268,8A-rep3,,,,NoAmplification
AY269,1A-rep1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
AY269,1A-rep3,24.33,75.49,1.54,LowEfficiency
AY269,2A-rep2,26.95,75.48,1.64,LowEfficiency
AY269,3A-rep1,,,,NoAmplification
AY269,6A-rep2,,,,NoAmplification
AY269,7A-rep1,25.79,75.52,1.89,
AY269,3A-rep3,,,,NoAmplification
AY269,4A-rep2,24.33,75.51,1.56,LowEfficiency
AY269,5A-rep1,,,,NoAmplification
AY269,5A-rep3,,,,NoAmplification
AY269,7A-rep3,25.14,75.55,1.73,LowEfficiency
AY269,8A-rep2,24.01,75.53,1.68,LowEfficiency
AY269,1A-rep2,24.71,75.41,1.59,LowEfficiency
AY269,2A-rep1,25.29,75.22,1.54,LowEfficiency
AY269,2A-rep3,26.14,75.30,1.67,LowEfficiency
AY269,3A-rep2,26.76,75.33,1.61,LowEfficiency
AY269,6A-rep3,,,,NoAmplification
AY269,7A-rep2,25.97,75.33,1.69,LowEfficiency
AY269,4A-rep1,,,,"LowEfficiency, CurveFitFailed"
AY269,4A-rep3,,,,"LowEfficiency, CurveFitFailed"
AY269,5A-rep2,,,,NoAmplification
AY269,6A-rep1,,,,NoAmplification
AY269,8A-rep1,23.87,75.35,1.59,LowEfficiency
AY269,8A-rep3,24.76,75.45,1.61,LowEfficiency
AY273,1A-rep1,26.47,81.93,1.70,LowEfficiency
AY273,1A-rep3,27.81,81.83,1.67,LowEfficiency
AY273,2A-rep2,27.92,81.99,1.76,LowEfficiency
AY273,3A-rep1,28.04,81.96,1.70,LowEfficiency
AY273,6A-rep2,,,,NoAmplification
AY273,7A-rep1,26.37,82.08,1.77,LowEfficiency
AY273,3A-rep3,,,,NoAmplification
AY273,4A-rep2,28.44,82.01,1.75,LowEfficiency
AY273,5A-rep1,,,,NoAmplification
AY273,5A-rep3,,,,NoAmplification
AY273,7A-rep3,27.35,82.05,1.75,LowEfficiency
AY273,8A-rep2,,,,NoAmplification
AY273,1A-rep2,27.92,81.68,1.69,LowEfficiency
AY273,2A-rep1,29.00,81.69,1.66,LowEfficiency
AY273,2A-rep3,,,,NoAmplification
AY273,3A-rep2,,,,NoAmplification
AY273,6A-rep3,27.95,81.99,1.69,LowEfficiency
AY273,7A-rep2,26.27,81.98,1.74,LowEfficiency
AY273,4A-rep1,26.99,81.92,1.68,LowEfficiency
AY273,4A-rep3,29.02,81.99,1.73,LowEfficiency
AY273,5A-rep2,,,,CurveFitFailed
AY273,6A-rep1,,,,NoAmplification
AY273,8A-rep1,28.17,81.99,1.73,LowEfficiency
AY273,8A-rep3,,,,NoAmplification
AY276,1A-rep1,22.96,76.42,1.75,LowEfficiency
AY276,1A-rep3,23.07,76.48,1.80,
AY276,2A-rep2,25.04,76.49,1.81,
AY276,3A-rep1,25.01,76.49,1.90,
AY276,6A-rep2,27.27,76.42,1.81,
AY276,7A-rep1,,,,NoAmplification
AY276,3A-rep3,25.09,76.48,1.83,
AY276,4A-rep2,23.94,76.38,1.76,LowEfficiency
AY276,5A-rep1,26.07,76.48,1.81,
AY276,5A-rep3,26.50,76.41,1.84,
AY276,7A-rep3,,,,NoAmplification
AY276,8A-rep2,27.86,76.36,1.72,LowEfficiency
AY276,1A-rep2,23.07,76.36,1.75,LowEfficiency
AY276,2A-rep1,23.97,76.30,1.74,LowEfficiency
AY276,2A-rep3,24.73,76.31,1.79,LowEfficiency
AY276,3A-rep2,25.27,76.26,1.77,LowEfficiency
AY276,6A-rep3,27.59,76.25,1.77,LowEfficiency
AY276,7A-rep2,,,,NoAmplification
AY276,4A-rep1,23.78,76.35,1.83,
AY276,4A-rep3,23.55,76.35,1.82,
AY276,5A-rep2,27.50,76.21,1.84,
AY276,6A-rep1,28.93,76.25,1.70,LowEfficiency
AY276,8A-rep1,,,,NoAmplification
AY276,8A-rep3,33.74,76.29,1.78,"LowEfficiency, CtIsLarge"
AY284,1A-rep1,26.51,79.63,1.81,
AY284,1A-rep3,26.94,79.65,1.87,
AY284,2A-rep2,,,,NoAmplification
AY284,3A-rep1,,,,NoAmplification
AY284,6A-rep2,27.77,79.70,1.86,
AY284,7A-rep1,,,,NoAmplification
AY284,3A-rep3,,,,NoAmplification
AY284,4A-rep2,29.21,79.67,1.83,
AY284,5A-rep1,,,,NoAmplification
AY284,5A-rep3,,,,NoAmplification
AY284,7A-rep3,28.36,79.74,1.86,
AY284,8A-rep2,,,,NoAmplification
AY284,1A-rep2,,,,CurveFitFailed
AY284,2A-rep1,,,,CurveFitFailed
AY284,2A-rep3,,,,CurveFitFailed
AY284,3A-rep2,,,,NoAmplification
AY284,6A-rep3,27.36,79.70,1.82,
AY284,7A-rep2,,,,NoAmplification
AY284,4A-rep1,27.28,79.73,1.86,
AY284,4A-rep3,28.01,79.72,1.91,
AY284,5A-rep2,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY284,6A-rep1,,,,NoAmplification
AY284,8A-rep1,,,,NoAmplification
AY284,8A-rep3,27.97,79.73,1.89,
AY285,1A-rep1,,,,CurveFitFailed
AY285,1A-rep3,,,,CurveFitFailed
AY285,2A-rep2,,,,NoAmplification
AY285,3A-rep1,,,,NoAmplification
AY285,6A-rep2,,,,NoAmplification
AY285,7A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY285,3A-rep3,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY285,4A-rep2,,,,CurveFitFailed
AY285,5A-rep1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
AY285,5A-rep3,,,,NoAmplification
AY285,7A-rep3,,,,NoAmplification
AY285,8A-rep2,,,,NoAmplification
AY285,1A-rep2,,,,CurveFitFailed
AY285,2A-rep1,,,,NoAmplification
AY285,2A-rep3,,,,CurveFitFailed
AY285,3A-rep2,,,,NoAmplification
AY285,6A-rep3,,,,NoAmplification
AY285,7A-rep2,,,,NoAmplification
AY285,4A-rep1,28.78,82.45,1.85,
AY285,4A-rep3,,,,"LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
AY285,5A-rep2,,,,NoAmplification
AY285,6A-rep1,,,,"CtIsLarge, CurveFitFailed"
AY285,8A-rep1,,,,NoAmplification
AY285,8A-rep3,34.14,90.67,1.96,"CtIsLarge, MultipleMeltPeaks"
AY289,1A-rep1,20.24,87.69,1.83,
AY289,1A-rep3,20.11,87.72,1.85,
AY289,2A-rep2,21.41,88.00,1.86,
AY289,3A-rep1,21.98,87.99,1.91,
AY289,6A-rep2,20.25,87.97,1.86,
AY289,7A-rep1,20.63,87.96,1.88,
AY289,3A-rep3,21.62,87.97,1.87,
AY289,4A-rep2,20.63,87.98,1.88,
AY289,5A-rep1,24.13,87.99,1.83,
AY289,5A-rep3,23.06,87.97,1.93,
AY289,7A-rep3,20.57,88.01,1.87,
AY289,8A-rep2,20.12,87.99,1.86,
AY289,1A-rep2,20.03,88.70,1.83,
AY289,2A-rep1,21.24,88.70,1.85,
AY289,2A-rep3,21.39,88.71,1.85,
AY289,3A-rep2,21.73,88.73,1.89,
AY289,6A-rep3,20.29,88.83,1.85,
AY289,7A-rep2,20.94,88.65,1.87,
AY289,4A-rep1,20.82,88.77,1.91,
AY289,4A-rep3,20.77,88.80,1.88,
AY289,5A-rep2,22.85,88.77,1.88,
AY289,6A-rep1,20.21,88.81,1.81,
AY289,8A-rep1,20.18,88.69,1.89,
AY289,8A-rep3,20.25,88.70,1.86,
AY293,1A-rep1,20.40,86.70,1.81,
AY293,1A-rep3,20.77,86.80,1.87,
AY293,2A-rep2,19.57,86.75,1.79,LowEfficiency
AY293,3A-rep1,19.35,86.74,1.76,LowEfficiency
AY293,6A-rep2,19.57,86.77,1.84,
AY293,7A-rep1,18.50,86.76,1.84,
AY293,3A-rep3,19.32,86.76,1.76,LowEfficiency
AY293,4A-rep2,20.34,86.76,1.76,LowEfficiency
AY293,5A-rep1,19.55,86.78,1.75,LowEfficiency
AY293,5A-rep3,19.56,86.79,1.76,"LowEfficiency, MultipleMeltPeaks"
AY293,7A-rep3,18.62,87.17,1.83,
AY293,8A-rep2,19.24,87.19,1.81,
AY293,1A-rep2,20.60,89.17,1.84,
AY293,2A-rep1,20.32,89.16,1.75,LowEfficiency
AY293,2A-rep3,20.25,89.17,1.75,LowEfficiency
AY293,3A-rep2,19.71,89.18,1.78,LowEfficiency
AY293,6A-rep3,19.56,89.16,1.88,
AY293,7A-rep2,18.75,89.18,1.85,
AY293,4A-rep1,20.42,89.18,1.78,LowEfficiency
AY293,4A-rep3,20.64,89.15,1.80,LowEfficiency
AY293,5A-rep2,20.04,90.18,1.71,"LowEfficiency, MultipleMeltPeaks"
AY293,6A-rep1,19.61,89.16,1.87,
AY293,8A-rep1,19.32,89.16,1.83,
AY293,8A-rep3,19.13,89.17,1.79,LowEfficiency
AY294,1A-rep1,24.33,82.48,1.83,
AY294,1A-rep3,24.78,82.47,1.88,
AY294,2A-rep2,26.96,82.48,1.90,
AY294,3A-rep1,26.88,82.49,1.87,
AY294,6A-rep2,24.79,82.09,1.86,
AY294,7A-rep1,25.23,82.50,1.90,
AY294,3A-rep3,26.42,82.49,1.91,
AY294,4A-rep2,24.24,82.47,1.76,LowEfficiency
AY294,5A-rep1,,,,NoAmplification
AY294,5A-rep3,25.94,82.47,1.91,
AY294,7A-rep3,24.94,82.45,1.91,
AY294,8A-rep2,27.30,82.44,1.87,
AY294,1A-rep2,24.63,82.75,1.83,
AY294,2A-rep1,24.92,82.63,1.87,
AY294,2A-rep3,25.06,82.67,1.71,LowEfficiency
AY294,3A-rep2,,,,NoAmplification
AY294,6A-rep3,26.70,82.24,1.90,
AY294,7A-rep2,25.97,82.74,1.94,
AY294,4A-rep1,23.50,82.67,1.77,LowEfficiency
AY294,4A-rep3,24.68,82.66,1.92,
AY294,5A-rep2,26.73,82.69,1.86,
AY294,6A-rep1,26.07,82.18,1.79,LowEfficiency
AY294,8A-rep1,25.09,82.66,1.83,
AY294,8A-rep3,,,,NoAmplification
AY297,1A-rep1,24.43,79.48,1.84,
AY297,1A-rep3,25.71,79.46,1.83,
AY297,2A-rep2,25.75,79.42,1.88,
AY297,3A-rep1,,,,NoAmplification
AY297,6A-rep2,,,,NoAmplification
AY297,7A-rep1,26.50,79.51,1.89,
AY297,3A-rep3,30.55,80.38,1.81,CtIsLarge
AY297,4A-rep2,25.26,79.51,1.85,
AY297,5A-rep1,,,,NoAmplification
AY297,5A-rep3,,,,NoAmplification
AY297,7A-rep3,25.99,79.51,1.90,
AY297,8A-rep2,27.11,79.52,1.86,
AY297,1A-rep2,24.54,79.29,1.77,LowEfficiency
AY297,2A-rep1,25.58,79.31,1.80,LowEfficiency
AY297,2A-rep3,24.85,79.46,1.89,
AY297,3A-rep2,,,,NoAmplification
AY297,6A-rep3,,,,NoAmplification
AY297,7A-rep2,,,,NoAmplification
AY297,4A-rep1,25.16,79.47,1.84,
AY297,4A-rep3,25.64,79.35,1.90,
AY297,5A-rep2,,,,NoAmplification
AY297,6A-rep1,,,,NoAmplification
AY297,8A-rep1,,,,NoAmplification
AY297,8A-rep3,28.01,79.41,1.81,
AY298,1A-rep1,21.27,82.00,1.87,
